"","formulas_with","formulas_without","pvals"
"2534","response~(retraining+amount+rent)^3","response~retraining+amount+rent",0.150818803150506
"2715","response~(retraining+rent+foreign)^3","response~retraining+rent+foreign",0.150592790127948
"1290","response~(new_car+employment+install_rate)^3","response~new_car+employment+install_rate",0.150494029449731
"362","response~(chk_acct+prop_unkn_none+age)^3","response~chk_acct+prop_unkn_none+age",0.149917381819277
"2712","response~(retraining+rent+job)^3","response~retraining+rent+job",0.14965058231527
"3899","response~(real_estate+prop_unkn_none+own_res)^3","response~real_estate+prop_unkn_none+own_res",0.149513915478218
"2454","response~(education+guarantor+foreign)^3","response~education+guarantor+foreign",0.149045116009492
"2889","response~(amount+age+job)^3","response~amount+age+job",0.148936552326587
"2659","response~(retraining+guarantor+own_res)^3","response~retraining+guarantor+own_res",0.148749432161006
"3933","response~(real_estate+num_credits+telephone)^3","response~real_estate+num_credits+telephone",0.148711246094902
"3823","response~(guarantor+rent+num_dependents)^3","response~guarantor+rent+num_dependents",0.148093327450614
"3369","response~(install_rate+own_res+telephone)^3","response~install_rate+own_res+telephone",0.148091660663451
"3558","response~(male_single+real_estate+num_dependents)^3","response~male_single+real_estate+num_dependents",0.147872761317383
"2760","response~(amount+employment+other_install)^3","response~amount+employment+other_install",0.147603836046885
"1911","response~(furniture+male_div+own_res)^3","response~furniture+male_div+own_res",0.146812460295024
"2828","response~(amount+male_mar_or_wid+telephone)^3","response~amount+male_mar_or_wid+telephone",0.146743924305304
"2660","response~(retraining+guarantor+num_credits)^3","response~retraining+guarantor+num_credits",0.14637227277834
"3810","response~(guarantor+age+num_dependents)^3","response~guarantor+age+num_dependents",0.146239277254844
"2078","response~(radio.tv+retraining+telephone)^3","response~radio.tv+retraining+telephone",0.14607747831936
"1349","response~(new_car+male_single+rent)^3","response~new_car+male_single+rent",0.145907436708143
"2799","response~(amount+male_div+telephone)^3","response~amount+male_div+telephone",0.145598857037883
"781","response~(duration+job+foreign)^3","response~duration+job+foreign",0.145587103480538
"3773","response~(co.applicant+num_dependents+foreign)^3","response~co.applicant+num_dependents+foreign",0.145463870824096
"3015","response~(sav_acct+guarantor+real_estate)^3","response~sav_acct+guarantor+real_estate",0.145326427782308
"184","response~(chk_acct+retraining+guarantor)^3","response~chk_acct+retraining+guarantor",0.145112683968924
"149","response~(chk_acct+radio.tv+num_credits)^3","response~chk_acct+radio.tv+num_credits",0.145032835071102
"3347","response~(install_rate+age+own_res)^3","response~install_rate+age+own_res",0.144576298923294
"3159","response~(employment+co.applicant+other_install)^3","response~employment+co.applicant+other_install",0.144177133560036
"3215","response~(employment+age+telephone)^3","response~employment+age+telephone",0.143904762323051
"423","response~(duration+history+real_estate)^3","response~duration+history+real_estate",0.14383826530486
"2620","response~(retraining+male_single+own_res)^3","response~retraining+male_single+own_res",0.143669104671399
"3848","response~(present_resident+real_estate+num_dependents)^3","response~present_resident+real_estate+num_dependents",0.142621532528701
"1554","response~(used_car+amount+male_div)^3","response~used_car+amount+male_div",0.142343003300219
"1302","response~(new_car+employment+own_res)^3","response~new_car+employment+own_res",0.142312663218329
"3854","response~(present_resident+prop_unkn_none+own_res)^3","response~present_resident+prop_unkn_none+own_res",0.141853500769234
"919","response~(history+retraining+rent)^3","response~history+retraining+rent",0.141774888195148
"2717","response~(retraining+own_res+job)^3","response~retraining+own_res+job",0.141545546395858
"422","response~(duration+history+present_resident)^3","response~duration+history+present_resident",0.141380923364312
"8","response~(chk_acct+duration+amount)^3","response~chk_acct+duration+amount",0.140593752120644
"2886","response~(amount+age+rent)^3","response~amount+age+rent",0.140067467228402
"1687","response~(used_car+guarantor+other_install)^3","response~used_car+guarantor+other_install",0.139860085412902
"32","response~(chk_acct+history+radio.tv)^3","response~chk_acct+history+radio.tv",0.139834043014287
"2692","response~(retraining+prop_unkn_none+num_dependents)^3","response~retraining+prop_unkn_none+num_dependents",0.139552495157281
"572","response~(duration+retraining+num_dependents)^3","response~duration+retraining+num_dependents",0.139294257514002
"3371","response~(install_rate+num_credits+job)^3","response~install_rate+num_credits+job",0.138998008611942
"1314","response~(new_car+install_rate+real_estate)^3","response~new_car+install_rate+real_estate",0.138952566847835
"1320","response~(new_car+install_rate+num_credits)^3","response~new_car+install_rate+num_credits",0.138608041099348
"2658","response~(retraining+guarantor+rent)^3","response~retraining+guarantor+rent",0.13795637994623
"1425","response~(new_car+age+other_install)^3","response~new_car+age+other_install",0.137681647674842
"2605","response~(retraining+male_div+own_res)^3","response~retraining+male_div+own_res",0.137610069730805
"2604","response~(retraining+male_div+rent)^3","response~retraining+male_div+rent",0.137512324767173
"1372","response~(new_car+co.applicant+real_estate)^3","response~new_car+co.applicant+real_estate",0.13744341521178
"1197","response~(new_car+radio.tv+real_estate)^3","response~new_car+radio.tv+real_estate",0.137139159984019
"3031","response~(sav_acct+present_resident+own_res)^3","response~sav_acct+present_resident+own_res",0.137023916491018
"2619","response~(retraining+male_single+rent)^3","response~retraining+male_single+rent",0.136619639348075
"3380","response~(install_rate+telephone+foreign)^3","response~install_rate+telephone+foreign",0.13632528452349
"2988","response~(sav_acct+male_mar_or_wid+guarantor)^3","response~sav_acct+male_mar_or_wid+guarantor",0.135896295867554
"673","response~(duration+male_single+rent)^3","response~duration+male_single+rent",0.135838852580364
"3134","response~(employment+male_single+own_res)^3","response~employment+male_single+own_res",0.135740961843181
"2943","response~(sav_acct+install_rate+guarantor)^3","response~sav_acct+install_rate+guarantor",0.13547689103162
"2980","response~(sav_acct+male_single+rent)^3","response~sav_acct+male_single+rent",0.135417649323794
"3896","response~(real_estate+prop_unkn_none+age)^3","response~real_estate+prop_unkn_none+age",0.135194675797742
"338","response~(chk_acct+guarantor+num_dependents)^3","response~chk_acct+guarantor+num_dependents",0.135114666375904
"1551","response~(used_car+amount+sav_acct)^3","response~used_car+amount+sav_acct",0.133963977963868
"2713","response~(retraining+rent+num_dependents)^3","response~retraining+rent+num_dependents",0.133726920452217
"1579","response~(used_car+sav_acct+real_estate)^3","response~used_car+sav_acct+real_estate",0.133715383753529
"1999","response~(furniture+prop_unkn_none+telephone)^3","response~furniture+prop_unkn_none+telephone",0.133707160904686
"3668","response~(male_mar_or_wid+age+foreign)^3","response~male_mar_or_wid+age+foreign",0.133495225050973
"1558","response~(used_car+amount+guarantor)^3","response~used_car+amount+guarantor",0.133473466427711
"1091","response~(history+prop_unkn_none+age)^3","response~history+prop_unkn_none+age",0.133446106711582
"2571","response~(retraining+employment+rent)^3","response~retraining+employment+rent",0.133301417878249
"874","response~(history+radio.tv+age)^3","response~history+radio.tv+age",0.133274908409808
"3103","response~(employment+install_rate+own_res)^3","response~employment+install_rate+own_res",0.133201832422453
"582","response~(duration+amount+guarantor)^3","response~duration+amount+guarantor",0.133027570974175
"586","response~(duration+amount+age)^3","response~duration+amount+age",0.13291203693901
"3649","response~(male_mar_or_wid+real_estate+num_dependents)^3","response~male_mar_or_wid+real_estate+num_dependents",0.132719936597781
"2965","response~(sav_acct+male_div+rent)^3","response~sav_acct+male_div+rent",0.132694471632946
"3683","response~(male_mar_or_wid+own_res+job)^3","response~male_mar_or_wid+own_res+job",0.131677277238659
"236","response~(chk_acct+employment+install_rate)^3","response~chk_acct+employment+install_rate",0.131411969621548
"2853","response~(amount+guarantor+telephone)^3","response~amount+guarantor+telephone",0.131280134481373
"2467","response~(education+real_estate+age)^3","response~education+real_estate+age",0.131155192519572
"903","response~(history+education+telephone)^3","response~history+education+telephone",0.130863166091426
"3214","response~(employment+age+num_dependents)^3","response~employment+age+num_dependents",0.130735861917761
"808","response~(history+new_car+num_dependents)^3","response~history+new_car+num_dependents",0.130635802159807
"783","response~(duration+num_dependents+foreign)^3","response~duration+num_dependents+foreign",0.130569731087629
"985","response~(history+install_rate+male_mar_or_wid)^3","response~history+install_rate+male_mar_or_wid",0.130216884059116
"976","response~(history+employment+rent)^3","response~history+employment+rent",0.129201543556075
"474","response~(duration+used_car+real_estate)^3","response~duration+used_car+real_estate",0.129065505357643
"878","response~(history+radio.tv+num_credits)^3","response~history+radio.tv+num_credits",0.128262977912785
"1205","response~(new_car+radio.tv+num_dependents)^3","response~new_car+radio.tv+num_dependents",0.127856437123036
"2263","response~(radio.tv+other_install+own_res)^3","response~radio.tv+other_install+own_res",0.12708107276438
"667","response~(duration+male_single+guarantor)^3","response~duration+male_single+guarantor",0.12707951506834
"3995","response~(age+num_credits+job)^3","response~age+num_credits+job",0.12707764060466
"3935","response~(real_estate+job+num_dependents)^3","response~real_estate+job+num_dependents",0.12705653115834
"3783","response~(guarantor+present_resident+num_dependents)^3","response~guarantor+present_resident+num_dependents",0.126788139691853
"2233","response~(radio.tv+present_resident+telephone)^3","response~radio.tv+present_resident+telephone",0.126404556869542
"1437","response~(new_car+other_install+num_dependents)^3","response~new_car+other_install+num_dependents",0.125844234055366
"2854","response~(amount+guarantor+foreign)^3","response~amount+guarantor+foreign",0.12570000825916
"3172","response~(employment+guarantor+rent)^3","response~employment+guarantor+rent",0.125563615113136
"3796","response~(guarantor+prop_unkn_none+age)^3","response~guarantor+prop_unkn_none+age",0.125536344622529
"3974","response~(prop_unkn_none+num_dependents+telephone)^3","response~prop_unkn_none+num_dependents+telephone",0.124996871748441
"2535","response~(retraining+amount+own_res)^3","response~retraining+amount+own_res",0.124857321938032
"413","response~(duration+history+amount)^3","response~duration+history+amount",0.124441118052123
"1262","response~(new_car+amount+age)^3","response~new_car+amount+age",0.124354732802117
"1324","response~(new_car+install_rate+foreign)^3","response~new_car+install_rate+foreign",0.124131231349557
"1998","response~(furniture+prop_unkn_none+num_dependents)^3","response~furniture+prop_unkn_none+num_dependents",0.123954258694991
"1322","response~(new_car+install_rate+num_dependents)^3","response~new_car+install_rate+num_dependents",0.123767551657088
"2662","response~(retraining+guarantor+num_dependents)^3","response~retraining+guarantor+num_dependents",0.123635261536213
"3475","response~(male_div+other_install+num_credits)^3","response~male_div+other_install+num_credits",0.12349890899071
"3944","response~(prop_unkn_none+age+num_credits)^3","response~prop_unkn_none+age+num_credits",0.123334049933866
"2995","response~(sav_acct+male_mar_or_wid+own_res)^3","response~sav_acct+male_mar_or_wid+own_res",0.123015660856829
"894","response~(history+education+real_estate)^3","response~history+education+real_estate",0.122949489730817
"2916","response~(amount+job+telephone)^3","response~amount+job+telephone",0.122881341697777
"425","response~(duration+history+age)^3","response~duration+history+age",0.122679766714262
"3049","response~(sav_acct+prop_unkn_none+rent)^3","response~sav_acct+prop_unkn_none+rent",0.122130611380227
"3239","response~(employment+job+num_dependents)^3","response~employment+job+num_dependents",0.121812978481918
"5","response~(chk_acct+duration+radio.tv)^3","response~chk_acct+duration+radio.tv",0.121498621603032
"642","response~(duration+install_rate+rent)^3","response~duration+install_rate+rent",0.121474382381155
"4060","response~(num_dependents+telephone+foreign)^3","response~num_dependents+telephone+foreign",0.121252784509866
"739","response~(duration+real_estate+foreign)^3","response~duration+real_estate+foreign",0.121214481377087
"2673","response~(retraining+present_resident+num_dependents)^3","response~retraining+present_resident+num_dependents",0.120960483882069
"1806","response~(furniture+retraining+amount)^3","response~furniture+retraining+amount",0.120535875066746
"2714","response~(retraining+rent+telephone)^3","response~retraining+rent+telephone",0.120413208583073
"2242","response~(radio.tv+real_estate+num_dependents)^3","response~radio.tv+real_estate+num_dependents",0.120116413588201
"3228","response~(employment+rent+telephone)^3","response~employment+rent+telephone",0.120104093345025
"3874","response~(present_resident+other_install+foreign)^3","response~present_resident+other_install+foreign",0.119786548624119
"1135","response~(history+telephone+foreign)^3","response~history+telephone+foreign",0.119514030263076
"279","response~(chk_acct+male_div+other_install)^3","response~chk_acct+male_div+other_install",0.119162184130239
"3070","response~(sav_acct+other_install+foreign)^3","response~sav_acct+other_install+foreign",0.11887095823392
"3466","response~(male_div+age+rent)^3","response~male_div+age+rent",0.118703403973042
"379","response~(chk_acct+other_install+rent)^3","response~chk_acct+other_install+rent",0.118607038178307
"2719","response~(retraining+own_res+telephone)^3","response~retraining+own_res+telephone",0.118502777313607
"2143","response~(radio.tv+install_rate+real_estate)^3","response~radio.tv+install_rate+real_estate",0.118115018084723
"2102","response~(radio.tv+sav_acct+male_div)^3","response~radio.tv+sav_acct+male_div",0.11800452217489
"1255","response~(new_car+amount+male_single)^3","response~new_car+amount+male_single",0.11770445524275
"3941","response~(prop_unkn_none+age+other_install)^3","response~prop_unkn_none+age+other_install",0.117485859055551
"3875","response~(present_resident+rent+own_res)^3","response~present_resident+rent+own_res",0.117408669534358
"2286","response~(radio.tv+job+foreign)^3","response~radio.tv+job+foreign",0.11739302123221
"376","response~(chk_acct+age+num_dependents)^3","response~chk_acct+age+num_dependents",0.1170468290101
"3625","response~(male_mar_or_wid+guarantor+own_res)^3","response~male_mar_or_wid+guarantor+own_res",0.116898294444225
"2025","response~(furniture+own_res+telephone)^3","response~furniture+own_res+telephone",0.116888834213772
"3021","response~(sav_acct+guarantor+num_credits)^3","response~sav_acct+guarantor+num_credits",0.116670789515982
"428","response~(duration+history+own_res)^3","response~duration+history+own_res",0.116603420849005
"3050","response~(sav_acct+prop_unkn_none+own_res)^3","response~sav_acct+prop_unkn_none+own_res",0.116506538052818
"3420","response~(male_div+co.applicant+num_dependents)^3","response~male_div+co.applicant+num_dependents",0.116501690547052
"2647","response~(retraining+co.applicant+own_res)^3","response~retraining+co.applicant+own_res",0.115947100132309
"2917","response~(amount+job+foreign)^3","response~amount+job+foreign",0.115847078223167
"1692","response~(used_car+guarantor+num_dependents)^3","response~used_car+guarantor+num_dependents",0.115272128774696
"313","response~(chk_acct+male_mar_or_wid+num_dependents)^3","response~chk_acct+male_mar_or_wid+num_dependents",0.115231774219027
"991","response~(history+install_rate+age)^3","response~history+install_rate+age",0.115041788113478
"873","response~(history+radio.tv+prop_unkn_none)^3","response~history+radio.tv+prop_unkn_none",0.114891425594198
"3367","response~(install_rate+own_res+job)^3","response~install_rate+own_res+job",0.114835398167634
"1268","response~(new_car+amount+num_dependents)^3","response~new_car+amount+num_dependents",0.114669255885915
"1535","response~(used_car+retraining+male_single)^3","response~used_car+retraining+male_single",0.114607777803705
"1065","response~(history+guarantor+num_credits)^3","response~history+guarantor+num_credits",0.114565667765605
"3212","response~(employment+age+num_credits)^3","response~employment+age+num_credits",0.114454911424037
"4019","response~(other_install+num_credits+foreign)^3","response~other_install+num_credits+foreign",0.114324312513516
"3197","response~(employment+real_estate+num_dependents)^3","response~employment+real_estate+num_dependents",0.114198072068598
"43","response~(chk_acct+history+guarantor)^3","response~chk_acct+history+guarantor",0.114044381336875
"629","response~(duration+employment+num_dependents)^3","response~duration+employment+num_dependents",0.114044328191516
"64","response~(chk_acct+new_car+install_rate)^3","response~chk_acct+new_car+install_rate",0.114029273863623
"3851","response~(present_resident+prop_unkn_none+age)^3","response~present_resident+prop_unkn_none+age",0.113476131686445
"1001","response~(history+male_div+male_mar_or_wid)^3","response~history+male_div+male_mar_or_wid",0.113333033337304
"3105","response~(employment+install_rate+job)^3","response~employment+install_rate+job",0.113266826079719
"768","response~(duration+rent+telephone)^3","response~duration+rent+telephone",0.113157274697444
"3637","response~(male_mar_or_wid+present_resident+num_credits)^3","response~male_mar_or_wid+present_resident+num_credits",0.11290871158824
"1221","response~(new_car+education+age)^3","response~new_car+education+age",0.112724148396948
"420","response~(duration+history+co.applicant)^3","response~duration+history+co.applicant",0.112529331763668
"2450","response~(education+guarantor+num_credits)^3","response~education+guarantor+num_credits",0.112526797901756
"3736","response~(co.applicant+prop_unkn_none+num_dependents)^3","response~co.applicant+prop_unkn_none+num_dependents",0.112371119416595
"3910","response~(real_estate+age+num_dependents)^3","response~real_estate+age+num_dependents",0.111912260500928
"706","response~(duration+co.applicant+foreign)^3","response~duration+co.applicant+foreign",0.111868846254685
"3046","response~(sav_acct+real_estate+foreign)^3","response~sav_acct+real_estate+foreign",0.111637335117002
"3349","response~(install_rate+age+job)^3","response~install_rate+age+job",0.111562026269199
"1211","response~(new_car+education+employment)^3","response~new_car+education+employment",0.111283266981462
"3714","response~(co.applicant+present_resident+own_res)^3","response~co.applicant+present_resident+own_res",0.110824300346654
"132","response~(chk_acct+radio.tv+retraining)^3","response~chk_acct+radio.tv+retraining",0.110622893430768
"3892","response~(present_resident+job+foreign)^3","response~present_resident+job+foreign",0.110598234502927
"3298","response~(install_rate+co.applicant+num_credits)^3","response~install_rate+co.applicant+num_credits",0.110526663414669
"241","response~(chk_acct+employment+guarantor)^3","response~chk_acct+employment+guarantor",0.110465290306209
"1989","response~(furniture+real_estate+num_dependents)^3","response~furniture+real_estate+num_dependents",0.110237982517117
"1429","response~(new_car+age+job)^3","response~new_car+age+job",0.110102484029342
"243","response~(chk_acct+employment+real_estate)^3","response~chk_acct+employment+real_estate",0.109537568608903
"2415","response~(education+male_single+foreign)^3","response~education+male_single+foreign",0.109060762050582
"3795","response~(guarantor+real_estate+foreign)^3","response~guarantor+real_estate+foreign",0.108079642078458
"1539","response~(used_car+retraining+present_resident)^3","response~used_car+retraining+present_resident",0.108067354896887
"611","response~(duration+sav_acct+num_dependents)^3","response~duration+sav_acct+num_dependents",0.107751087011123
"845","response~(history+furniture+male_mar_or_wid)^3","response~history+furniture+male_mar_or_wid",0.107706496539405
"3304","response~(install_rate+guarantor+real_estate)^3","response~install_rate+guarantor+real_estate",0.107560227283812
"1395","response~(new_car+present_resident+real_estate)^3","response~new_car+present_resident+real_estate",0.10749076077087
"4058","response~(job+num_dependents+foreign)^3","response~job+num_dependents+foreign",0.107482402179283
"131","response~(chk_acct+radio.tv+education)^3","response~chk_acct+radio.tv+education",0.107398234757845
"3840","response~(guarantor+telephone+foreign)^3","response~guarantor+telephone+foreign",0.107252805478114
"3908","response~(real_estate+age+num_credits)^3","response~real_estate+age+num_credits",0.106846567751502
"2674","response~(retraining+present_resident+telephone)^3","response~retraining+present_resident+telephone",0.106717948203144
"34","response~(chk_acct+history+retraining)^3","response~chk_acct+history+retraining",0.106626463340464
"1623","response~(used_car+install_rate+telephone)^3","response~used_car+install_rate+telephone",0.106514863970079
"2405","response~(education+male_single+real_estate)^3","response~education+male_single+real_estate",0.106380250746737
"2625","response~(retraining+male_single+foreign)^3","response~retraining+male_single+foreign",0.105949783599633
"1544","response~(used_car+retraining+rent)^3","response~used_car+retraining+rent",0.105915810826764
"3341","response~(install_rate+prop_unkn_none+job)^3","response~install_rate+prop_unkn_none+job",0.105722636179696
"3173","response~(employment+guarantor+own_res)^3","response~employment+guarantor+own_res",0.105684008663249
"4028","response~(rent+own_res+num_dependents)^3","response~rent+own_res+num_dependents",0.105459420806321
"1448","response~(new_car+own_res+num_dependents)^3","response~new_car+own_res+num_dependents",0.105265970003631
"51","response~(chk_acct+history+num_credits)^3","response~chk_acct+history+num_credits",0.105095488079429
"86","response~(chk_acct+used_car+amount)^3","response~chk_acct+used_car+amount",0.105063117039189
"38","response~(chk_acct+history+install_rate)^3","response~chk_acct+history+install_rate",0.10504457698679
"1166","response~(new_car+furniture+employment)^3","response~new_car+furniture+employment",0.104917844011139
"1338","response~(new_car+male_div+num_dependents)^3","response~new_car+male_div+num_dependents",0.104664848068349
"1248","response~(new_car+retraining+num_dependents)^3","response~new_car+retraining+num_dependents",0.104080790720017
"3188","response~(employment+present_resident+telephone)^3","response~employment+present_resident+telephone",0.104068871647223
"1625","response~(used_car+male_div+male_single)^3","response~used_car+male_div+male_single",0.103837737361313
"898","response~(history+education+rent)^3","response~history+education+rent",0.103511288116533
"601","response~(duration+sav_acct+guarantor)^3","response~duration+sav_acct+guarantor",0.103435837444694
"2759","response~(amount+employment+age)^3","response~amount+employment+age",0.10282690569456
"3088","response~(sav_acct+job+foreign)^3","response~sav_acct+job+foreign",0.102786864038923
"2049","response~(radio.tv+education+prop_unkn_none)^3","response~radio.tv+education+prop_unkn_none",0.102739868815805
"1199","response~(new_car+radio.tv+age)^3","response~new_car+radio.tv+age",0.102721508727855
"659","response~(duration+male_div+own_res)^3","response~duration+male_div+own_res",0.102577349214241
"2361","response~(education+employment+rent)^3","response~education+employment+rent",0.102410778150552
"380","response~(chk_acct+other_install+own_res)^3","response~chk_acct+other_install+own_res",0.102349424113441
"1103","response~(history+age+num_credits)^3","response~history+age+num_credits",0.102222350507561
"3919","response~(real_estate+other_install+foreign)^3","response~real_estate+other_install+foreign",0.101733788063539
"2986","response~(sav_acct+male_single+foreign)^3","response~sav_acct+male_single+foreign",0.101732286419959
"2504","response~(education+rent+telephone)^3","response~education+rent+telephone",0.101725751490654
"1387","response~(new_car+guarantor+other_install)^3","response~new_car+guarantor+other_install",0.101556402960508
"1287","response~(new_car+sav_acct+num_dependents)^3","response~new_car+sav_acct+num_dependents",0.101480217903806
"3670","response~(male_mar_or_wid+other_install+own_res)^3","response~male_mar_or_wid+other_install+own_res",0.101383793876381
"1793","response~(furniture+education+guarantor)^3","response~furniture+education+guarantor",0.101040642291354
"3139","response~(employment+male_single+foreign)^3","response~employment+male_single+foreign",0.101028783819201
"3904","response~(real_estate+prop_unkn_none+foreign)^3","response~real_estate+prop_unkn_none+foreign",0.100853906215467
"137","response~(chk_acct+radio.tv+male_div)^3","response~chk_acct+radio.tv+male_div",0.100712128122008
"3832","response~(guarantor+num_credits+num_dependents)^3","response~guarantor+num_credits+num_dependents",0.100620747787653
"3968","response~(prop_unkn_none+num_credits+num_dependents)^3","response~prop_unkn_none+num_credits+num_dependents",0.100556575074321
"3514","response~(male_single+male_mar_or_wid+foreign)^3","response~male_single+male_mar_or_wid+foreign",0.100540192357487
"712","response~(duration+guarantor+rent)^3","response~duration+guarantor+rent",0.100370251195443
"3937","response~(real_estate+job+foreign)^3","response~real_estate+job+foreign",0.100255848041587
"3370","response~(install_rate+own_res+foreign)^3","response~install_rate+own_res+foreign",0.0997388912913689
"2689","response~(retraining+prop_unkn_none+own_res)^3","response~retraining+prop_unkn_none+own_res",0.0996518965523539
"403","response~(chk_acct+job+foreign)^3","response~chk_acct+job+foreign",0.0996413309046824
"749","response~(duration+age+other_install)^3","response~duration+age+other_install",0.0993800963059194
"3630","response~(male_mar_or_wid+guarantor+foreign)^3","response~male_mar_or_wid+guarantor+foreign",0.0993112190852746
"185","response~(chk_acct+retraining+present_resident)^3","response~chk_acct+retraining+present_resident",0.0990422241794272
"209","response~(chk_acct+amount+other_install)^3","response~chk_acct+amount+other_install",0.0987443015676608
"1104","response~(history+age+job)^3","response~history+age+job",0.0985592609834921
"923","response~(history+retraining+num_dependents)^3","response~history+retraining+num_dependents",0.0983992870584418
"3591","response~(male_single+own_res+num_credits)^3","response~male_single+own_res+num_credits",0.098240364797467
"2669","response~(retraining+present_resident+rent)^3","response~retraining+present_resident+rent",0.0981174315477164
"374","response~(chk_acct+age+num_credits)^3","response~chk_acct+age+num_credits",0.0979505561210297
"2248","response~(radio.tv+prop_unkn_none+own_res)^3","response~radio.tv+prop_unkn_none+own_res",0.097841309093846
"2459","response~(education+present_resident+rent)^3","response~education+present_resident+rent",0.0978007428154716
"3628","response~(male_mar_or_wid+guarantor+num_dependents)^3","response~male_mar_or_wid+guarantor+num_dependents",0.0977232838637678
"3211","response~(employment+age+own_res)^3","response~employment+age+own_res",0.0975489537940712
"50","response~(chk_acct+history+own_res)^3","response~chk_acct+history+own_res",0.0974381786002105
"111","response~(chk_acct+furniture+sav_acct)^3","response~chk_acct+furniture+sav_acct",0.0973645590747844
"3884","response~(present_resident+own_res+telephone)^3","response~present_resident+own_res+telephone",0.0971840760242733
"2251","response~(radio.tv+prop_unkn_none+num_dependents)^3","response~radio.tv+prop_unkn_none+num_dependents",0.0966303754739088
"3838","response~(guarantor+num_dependents+telephone)^3","response~guarantor+num_dependents+telephone",0.0965168153765501
"2112","response~(radio.tv+sav_acct+rent)^3","response~radio.tv+sav_acct+rent",0.0963579227407344
"3771","response~(co.applicant+job+foreign)^3","response~co.applicant+job+foreign",0.0963212242390566
"1771","response~(furniture+radio.tv+guarantor)^3","response~furniture+radio.tv+guarantor",0.0962866069415542
"112","response~(chk_acct+furniture+employment)^3","response~chk_acct+furniture+employment",0.0958790457941342
"4015","response~(other_install+own_res+foreign)^3","response~other_install+own_res+foreign",0.0955070536194318
"851","response~(history+furniture+age)^3","response~history+furniture+age",0.0954389101795829
"1172","response~(new_car+furniture+guarantor)^3","response~new_car+furniture+guarantor",0.0954120975690708
"1701","response~(used_car+present_resident+num_credits)^3","response~used_car+present_resident+num_credits",0.0952403151521332
"168","response~(chk_acct+education+other_install)^3","response~chk_acct+education+other_install",0.0952066721439842
"962","response~(history+sav_acct+num_dependents)^3","response~history+sav_acct+num_dependents",0.0951860466003821
"3784","response~(guarantor+present_resident+telephone)^3","response~guarantor+present_resident+telephone",0.0951665962084285
"2590","response~(retraining+install_rate+num_credits)^3","response~retraining+install_rate+num_credits",0.0951088321381318
"215","response~(chk_acct+amount+telephone)^3","response~chk_acct+amount+telephone",0.0950797417707404
"308","response~(chk_acct+male_mar_or_wid+other_install)^3","response~chk_acct+male_mar_or_wid+other_install",0.0950126619022626
"3145","response~(employment+male_mar_or_wid+age)^3","response~employment+male_mar_or_wid+age",0.0949606054026539
"357","response~(chk_acct+real_estate+num_credits)^3","response~chk_acct+real_estate+num_credits",0.0947882328435843
"2359","response~(education+employment+age)^3","response~education+employment+age",0.0940842124972085
"3178","response~(employment+guarantor+foreign)^3","response~employment+guarantor+foreign",0.0939875587282912
"1446","response~(new_car+own_res+num_credits)^3","response~new_car+own_res+num_credits",0.0938696920830636
"2633","response~(retraining+male_mar_or_wid+rent)^3","response~retraining+male_mar_or_wid+rent",0.0938277944731591
"967","response~(history+employment+male_single)^3","response~history+employment+male_single",0.0937741011206356
"453","response~(duration+new_car+rent)^3","response~duration+new_car+rent",0.093570752667394
"920","response~(history+retraining+own_res)^3","response~history+retraining+own_res",0.093062066881434
"944","response~(history+amount+telephone)^3","response~history+amount+telephone",0.092831117232844
"3326","response~(install_rate+real_estate+prop_unkn_none)^3","response~install_rate+real_estate+prop_unkn_none",0.0927571184506999
"143","response~(chk_acct+radio.tv+real_estate)^3","response~chk_acct+radio.tv+real_estate",0.0926581246130859
"2670","response~(retraining+present_resident+own_res)^3","response~retraining+present_resident+own_res",0.0925826319397723
"897","response~(history+education+other_install)^3","response~history+education+other_install",0.092334840032045
"3828","response~(guarantor+own_res+num_dependents)^3","response~guarantor+own_res+num_dependents",0.0921970814748966
"3928","response~(real_estate+own_res+num_dependents)^3","response~real_estate+own_res+num_dependents",0.0921942876322858
"3622","response~(male_mar_or_wid+guarantor+age)^3","response~male_mar_or_wid+guarantor+age",0.0921378120829645
"3817","response~(guarantor+other_install+num_dependents)^3","response~guarantor+other_install+num_dependents",0.0919668644510872
"2502","response~(education+rent+job)^3","response~education+rent+job",0.0919409234425702
"3902","response~(real_estate+prop_unkn_none+num_dependents)^3","response~real_estate+prop_unkn_none+num_dependents",0.0919174671211561
"1176","response~(new_car+furniture+age)^3","response~new_car+furniture+age",0.0918016933615532
"1244","response~(new_car+retraining+rent)^3","response~new_car+retraining+rent",0.0916761900975794
"3602","response~(male_single+job+foreign)^3","response~male_single+job+foreign",0.0914981695406419
"1652","response~(used_car+male_single+job)^3","response~used_car+male_single+job",0.0913936910463696
"1560","response~(used_car+amount+real_estate)^3","response~used_car+amount+real_estate",0.0912163642142875
"250","response~(chk_acct+employment+job)^3","response~chk_acct+employment+job",0.0906663198442212
"3071","response~(sav_acct+rent+own_res)^3","response~sav_acct+rent+own_res",0.090479183569777
"2468","response~(education+real_estate+other_install)^3","response~education+real_estate+other_install",0.090442686030024
"3883","response~(present_resident+own_res+num_dependents)^3","response~present_resident+own_res+num_dependents",0.0903308742124336
"3973","response~(prop_unkn_none+job+foreign)^3","response~prop_unkn_none+job+foreign",0.09025980357728
"402","response~(chk_acct+job+telephone)^3","response~chk_acct+job+telephone",0.090138404331299
